id,date,sentence,growth_sentiment_1,employment_sentimen_1,inflation_sentiment_1,Sandro,Ziwei
11673,2009/7/15,"Moreover, participants viewed the availability of the liquidity facilities as a factor that had contributed to the reduction in financial strains.",neutral,neutral,neutral,,neutral
11674,2009/7/15,"The production of motor vehicles and parts dropped sharply in May, principally because of extended plant shutdowns at General Motors and Chrysler.",negative,neutral,neutral,,negative
11675,2009/7/15,Real outlays on services were reported to have picked up some in April from the average monthly gain seen over the first three months of the year.,positive,neutral,neutral,,positive
11676,2009/7/15,"Still, in light of the signs that economic activity was stabilizing, most participants saw less downside risk to their expectations for inflation.",positive,neutral,neutral,,positive
11677,2009/9/2,"Consumer spending dropped only a little further in the first half of this year, on balance, after falling sharply in the second half of last year.",negative,neutral,neutral,,negative
11678,2009/9/2,"The increase largely reflected a sizable increase in gasoline prices, which appeared to have caught up with earlier increases in crude oil prices.",neutral,neutral,negative,,positive
11679,2009/9/2,Several participants noted the recent rebound in equity prices and thus household wealth as a factor that was likely to support consumer spending.,positive,neutral,neutral,,positive
11680,2009/10/14,"International trade in emerging market economies picked up, supported by Chinese demand, while demand from advanced economies still appeared weak.",neutral,neutral,neutral,,positive
11681,2010/1/6,TAF auctions continued to be undersubscribed even as the Federal Reserve progressively reduced the total amount of funding available from the TAF.,neutral,neutral,neutral,,negative
11682,2010/1/6,"The federal government continued to issue debt at a brisk pace, and gross issuance of state and local government debt remained strong in November.",neutral,neutral,neutral,,positive
11683,2010/1/6,"Business contacts again emphasized they would be cautious in adding to payrolls and capital spending, even as demand for their products increases.",negative,negative,neutral,,negative
11684,2010/2/17,Any swap drawing proposed by a foreign bank not exceeding the larger of (i) $200 million or (ii) 15 percent of the size of the swap arrangement.2.,neutral,neutral,neutral,,neutral
11685,2010/2/17,"Consumer spending was well maintained in the fourth quarter, and business expenditures on equipment and software appeared to expand substantially.",positive,neutral,neutral,,positive
11686,2010/2/17,"Recent data suggested that the pace of inventory liquidation diminished considerably last quarter, providing a sizable boost to economic activity.",positive,neutral,neutral,,positive
11687,2010/2/17,The Committee will continue to evaluate its purchases of securities in light of the evolving economic outlook and conditions in financial markets.,neutral,neutral,neutral,,neutral
11688,2010/4/6,"In Latin America, Mexican activity was buoyed by rising manufacturing and exports to the United States, while Brazil's economy again grew briskly.",positive,neutral,neutral,,positive
11689,2010/4/6,"Headline consumer price inflation picked up around the world over the past two months, principally reflecting increases in food and energy prices.",neutral,neutral,negative,,neutral
11690,2010/7/14,"Outlays for new power plants and for manufacturing facilities firmed, and investment in drilling and mining structures continued to rise strongly.",positive,neutral,neutral,,positive
11691,2010/7/14,"Gross equity issuance fell a bit, on net, in April and May, likely due in part to recent declines in equity prices and elevated market volatility.",negative,neutral,neutral,,negative
11692,2010/7/14,"Participants commented that household spending continued to advance, with notable increases in auto sales and expenditures on other durable goods.",positive,neutral,neutral,,positive
11693,2010/7/14,"Reportedly, employers were still cautious about adding to payrolls, given uncertainties about the outlook for the economy and government policies.",negative,negative,neutral,,negative
11694,2010/8/31,"Commercial banks' core loans--the sum of commercial and industrial (C&I), real estate, and consumer loans--continued to contract in June and July.",negative,neutral,neutral,,negative
11695,2010/10/12,A number of participants noted that the current sluggish pace of employment growth was insufficient to reduce unemployment at a satisfactory pace.,neutral,negative,neutral,,negative
11696,2010/11/23,"Private-sector wage increases, as measured by both average hourly earnings of all employees and the employment cost index (ECI), remained subdued.",neutral,neutral,neutral,,negative
11697,2010/11/23,"Bank credit edged up in September and October, as brisk growth in banks' holdings of securities more than offset a further decline in total loans.",neutral,neutral,neutral,,positive
11698,2011/1/4,"In October, core PCE prices were unchanged for a second month, as goods prices declined and prices of non-energy services posted a small increase.",neutral,neutral,neutral,,neutral
11699,2011/1/4,"China's Shanghai Composite Index fell in the wake of Chinese policy actions, while other emerging market stock indexes were mixed over the period.",negative,neutral,neutral,,negative
11700,2011/1/4,"It was noted that the backup in rates may have been amplified by year-end positioning, as well as by some reported mortgage-related hedging flows.",neutral,neutral,neutral,,neutral
11701,2011/2/16,Any swap drawing proposed by a foreign bank not exceeding the larger of (i) $200 million or (ii) 15 percent of the size of the swap arrangement.,neutral,neutral,neutral,,neutral
